legacyProductId,legacyCyberbizId,productName,englishName,originalDisplayName,legacyUrls,sourceIds,productType,collection,category,variantType,parentProductId,originalDescription,originalSpecifications,expectedImageCount,detectedImageReferences,downloadedImageCount,astroSlug,currentAstroFile,migrationStatus,reviewStatus,notes
DSP-0001,57337029,三生之約,Trilogy Vow,三生之約｜Trilogy Vow,https://www.dsdiamond.com.tw/products/女戒14,SRC-0077 | SRC-0087 | SRC-0240 | SRC-0250 | SRC-0353 | SRC-0402 | SRC-0431 | SRC-0519 | SRC-0529 | SRC-0621,戒指,ring-female | 經典女戒,女士鑽戒 | 經典女戒,,,,,4,4,4,trilogy-vow,src/content/products/trilogy-vow.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0002,62864985,三序映華,Trinity Éclat,三序映華｜Trinity Éclat,https://www.dsdiamond.com.tw/products/trinity-eclat-dsdiamond,SRC-0076 | SRC-0086 | SRC-0239 | SRC-0249 | SRC-0352 | SRC-0401 | SRC-0430 | SRC-0518 | SRC-0528 | SRC-0620,戒指,ring-female | 經典女戒,女士鑽戒 | 經典女戒,,,,,4,4,4,trinity-eclat,src/content/products/trinity-eclat.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0003,57338999,心弦共鳴,Echo of Us,心弦共鳴｜Echo of Us,,SRC-0064 | SRC-0071 | SRC-0506 | SRC-0513,對戒,pair-ring,結婚對戒,,,,,0,0,0,echo-of-us,src/content/products/echo-of-us.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0004,57339025,心金不渝,Golden Vow,心金不渝｜Golden Vow,,SRC-0041 | SRC-0051 | SRC-0483 | SRC-0493,項鍊,necklace,項鍊,,,,,0,0,0,golden-vow,src/content/products/golden-vow.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0005,57337046,心映愛語,Pink Whisper,心映愛語｜Pink Whisper,,SRC-0103 | SRC-0148 | SRC-0158 | SRC-0182 | SRC-0192 | SRC-0215 | SRC-0225 | SRC-0266 | SRC-0545 | SRC-0590 | SRC-0600,戒指,ring-female | 彩色鑽石專區 | 求婚 | 粉鑽 | 經典女戒,彩色鑽石專區 | 求婚戒指 | 粉鑽,,,,,0,0,0,pink-whisper,src/content/products/pink-whisper.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0006,58093836,心悅之吻,Blush Kiss,心悅之吻｜Blush Kiss,,SRC-0039 | SRC-0049 | SRC-0147 | SRC-0157 | SRC-0214 | SRC-0224 | SRC-0481 | SRC-0491,項鍊,necklace | 彩色鑽石專區 | 粉鑽,項鍊 | 彩色鑽石專區 | 粉鑽,,,,,0,0,0,blush-kiss,src/content/products/blush-kiss.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0007,57339026,心境如初,Rose Embrace,心境如初｜Rose Embrace,,SRC-0038 | SRC-0048 | SRC-0480 | SRC-0490,項鍊,necklace,項鍊,,,,,0,0,0,rose-embrace,src/content/products/rose-embrace.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0008,57339038,心語之戀,Amour de Cœur,心語之戀｜Amour de Cœur,,SRC-0040 | SRC-0050 | SRC-0482 | SRC-0492,項鍊,necklace,項鍊,,,,,0,0,0,amour-de-c-ur,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0009,57337024,心耀之環,Brilliant Embrace,心耀之環｜Brilliant Embrace,,SRC-0104 | SRC-0183 | SRC-0193 | SRC-0267 | SRC-0546 | SRC-0591 | SRC-0601,戒指,ring-female | 求婚 | 經典女戒,求婚戒指,,,,,0,0,0,brilliant-embrace,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0010,57337027,心鑽交織,Eternal Entwine,心鑽交織｜Eternal Entwine,,SRC-0105 | SRC-0184 | SRC-0194 | SRC-0268 | SRC-0547 | SRC-0592 | SRC-0602,戒指,ring-female | 求婚 | 經典女戒,求婚戒指,,,,,0,0,0,eternal-entwine,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0011,58401506,心鑽綻放,Blooming Heart,心鑽綻放｜Blooming Heart,,SRC-0042 | SRC-0052 | SRC-0484 | SRC-0494,項鍊,necklace,項鍊,,,,,0,0,0,blooming-heart,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0012,62305643,方域之璽,Regal Frame,方域之璽｜Regal Frame,https://www.dsdiamond.com.tw/products/regalframe-dsdiamond,SRC-0118 | SRC-0128 | SRC-0279 | SRC-0289 | SRC-0370 | SRC-0419 | SRC-0448 | SRC-0560 | SRC-0570 | SRC-0638,男戒,ring-man | 經典男戒,男士鑽戒 | 經典男戒,,,,,4,4,4,regal-frame,,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0013,57337018,日耀承諾,Solar Vow,日耀承諾｜Solar Vow,,SRC-0108 | SRC-0186 | SRC-0196 | SRC-0271 | SRC-0550 | SRC-0594 | SRC-0604,戒指,ring-female | 求婚 | 經典女戒,求婚戒指,,,,,0,0,0,solar-vow,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0014,57337034,半壁江山,Destined Dominion,半壁江山｜Destined Dominion,,SRC-0098 | SRC-0261 | SRC-0540,戒指,ring-female | 經典女戒,戒指,,,,,0,0,0,destined-dominion,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0015,57337016,永恆心語,Eternal Whisper,永恆心語｜Eternal Whisper,,SRC-0206 | SRC-0614,戒指,求婚,戒指,,,,,0,0,0,eternal-whisper,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0016,57339002,永恆序曲,Timeless Prelude,永恆序曲｜Timeless Prelude,,SRC-0066 | SRC-0073 | SRC-0508 | SRC-0515,對戒,pair-ring,結婚對戒,,,,,0,0,0,timeless-prelude,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0017,57339004,交心之結,Unity Knot,交心之結｜Unity Knot,,SRC-0062 | SRC-0069 | SRC-0504 | SRC-0511,對戒,pair-ring,結婚對戒,,,,,0,0,0,unity-knot,src/content/products/unity-knot.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0018,64735134,交會之光,Union Light,交會之光｜Union Light,https://www.dsdiamond.com.tw/products/union-light-dsdiamond,SRC-0078 | SRC-0088 | SRC-0241 | SRC-0251 | SRC-0354 | SRC-0389 | SRC-0399 | SRC-0403 | SRC-0432 | SRC-0520 | SRC-0530 | SRC-0622,戒指,ring-female | 經典女戒,"女士鑽戒 | 經典女戒 | 女士鑽戒, 經典女戒",,,,,4,4,4,union-light,src/content/products/union-light.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0019,57337040,交織之約,Entwined Promise,交織之約｜Entwined Promise,https://www.dsdiamond.com.tw/products/女戒24,SRC-0079 | SRC-0089 | SRC-0178 | SRC-0188 | SRC-0242 | SRC-0252 | SRC-0355 | SRC-0404 | SRC-0433 | SRC-0521 | SRC-0531 | SRC-0586 | SRC-0596 | SRC-0623,戒指,ring-female | 求婚 | 經典女戒,女士鑽戒 | 求婚戒指 | 經典女戒,,,,,4,4,4,entwined-promise,src/content/products/entwined-promise.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0020,57337039,交織之緣,Entwined Destiny,交織之緣｜Entwined Destiny,https://www.dsdiamond.com.tw/products/女戒23,SRC-0080 | SRC-0090 | SRC-0179 | SRC-0189 | SRC-0243 | SRC-0253 | SRC-0356 | SRC-0405 | SRC-0434 | SRC-0522 | SRC-0532 | SRC-0587 | SRC-0597 | SRC-0624,戒指,ring-female | 求婚 | 經典女戒,女士鑽戒 | 求婚戒指 | 經典女戒,,,,,4,4,4,entwined-destiny,src/content/products/entwined-destiny.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0021,57337037,光芒綻放,Radiant Bloom,光芒綻放｜Radiant Bloom,https://www.dsdiamond.com.tw/products/女戒21,SRC-0082 | SRC-0092 | SRC-0245 | SRC-0255 | SRC-0358 | SRC-0407 | SRC-0436 | SRC-0524 | SRC-0534 | SRC-0626,戒指,ring-female | 經典女戒,女士鑽戒 | 經典女戒,,,,,4,4,4,radiant-bloom,,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0022,58401408,光華永恆,Eternal Halo,光華永恆｜Eternal Halo,,SRC-0037 | SRC-0047 | SRC-0479 | SRC-0489,項鍊,necklace,項鍊,,,,,0,0,0,eternal-halo,src/content/products/eternal-halo.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0023,58259294,光璨雙影,Luminous Duet,光璨雙影｜Luminous Duet,,SRC-0023 | SRC-0030,耳環,earring,耳環,,,,,0,0,0,luminous-duet,src/content/products/luminous-duet.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0024,57337043,光曜之境,Luminous Realm,光曜之境｜Luminous Realm,https://www.dsdiamond.com.tw/products/女戒27,SRC-0081 | SRC-0091 | SRC-0244 | SRC-0254 | SRC-0357 | SRC-0406 | SRC-0435 | SRC-0523 | SRC-0533 | SRC-0625,戒指,ring-female | 經典女戒,女士鑽戒 | 經典女戒,,,,,4,4,4,luminous-realm,,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0025,62421341,光韻之矢,Marquise Gleam,光韻之矢｜Marquise Gleam,https://www.dsdiamond.com.tw/products/marquise-gleam-dsdiamond,SRC-0083 | SRC-0093 | SRC-0246 | SRC-0256 | SRC-0359 | SRC-0408 | SRC-0437 | SRC-0525 | SRC-0535 | SRC-0627,戒指,ring-female | 經典女戒,女士鑽戒 | 經典女戒,,,,,4,4,4,marquise-gleam,,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0026,57337045,冰心湛藍,Crystal Blue Heart,冰心湛藍｜Crystal Blue Heart,https://www.dsdiamond.com.tw/products/女戒29,SRC-0084 | SRC-0094 | SRC-0180 | SRC-0190 | SRC-0247 | SRC-0257 | SRC-0360 | SRC-0409 | SRC-0438 | SRC-0526 | SRC-0536 | SRC-0588 | SRC-0598 | SRC-0628,戒指,ring-female | 求婚 | 經典女戒,女士鑽戒 | 求婚戒指 | 經典女戒,,,本商品價格以鉑金（PT950）材質、主鑽為 0.3 克拉、D 色 VVS2 3EX 等級為基準，提供天然鑽石與培育鑽石兩種選擇。配鑽之藍鑽以培育鑽石為主。如需其他鑽石等級、材質或客製規格，歡迎洽詢專人服務。,,4,4,4,crystal-blue-heart,src/content/products/crystal-blue-heart.json,產品圖片已備份,待 Media Migration Auditor 驗收,
DSP-0027,64734372,初心之愛,Pure Heart Promise,初心之愛｜Pure Heart Promise,https://www.dsdiamond.com.tw/products/pure-heart-promise-dsdiamond,SRC-0097 | SRC-0212 | SRC-0222 | SRC-0260 | SRC-0363 | SRC-0412 | SRC-0441 | SRC-0539 | SRC-0631,戒指,ring-female | 粉鑽 | 經典女戒,粉鑽,,,,,4,4,4,pure-heart-promise,src/content/products/pure-heart-promise.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0028,64737697,定心之光,Steady Heartlight,定心之光｜Steady Heartlight,https://www.dsdiamond.com.tw/products/steady-heartlight-dsdiamond,SRC-0110 | SRC-0120 | SRC-0273 | SRC-0283 | SRC-0364 | SRC-0384 | SRC-0394 | SRC-0413 | SRC-0442 | SRC-0552 | SRC-0562 | SRC-0632,男戒,ring-man | 經典男戒,"男士鑽戒 | 經典男戒 | 男士鑽戒, 經典男戒",,,,,4,4,4,steady-heartlight,src/content/products/steady-heartlight.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0029,64736681,弧界之心,Arc Contour,弧界之心｜Arc Contour,,SRC-0102 | SRC-0265 | SRC-0386 | SRC-0396 | SRC-0544,戒指,ring-female | 經典女戒,"女士鑽戒, 經典女戒",,,,,0,0,0,arc-contour,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0030,58378143,弧鑽序影,Arc Diamond Sequence,弧鑽序影｜Arc Diamond Sequence,,SRC-0028 | SRC-0035,耳環,earring,耳環,,,,,0,0,0,arc-diamond-sequence,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0031,64733624,玫光心語,Rosé Heart Whisper,玫光心語｜Rosé Heart Whisper,,SRC-0235,戒指,粉鑽,戒指,,,,,0,0,0,rose-heart-whisper,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0032,64737354,花序微光,Floral Constellation,花序微光｜Floral Constellation,,SRC-0385 | SRC-0395,待確認,,"女士鑽戒, 經典女戒",,,,,0,0,0,floral-constellation,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0033,64734657,花冕之心,Crowned Heart Grace,花冕之心｜Crowned Heart Grace,,SRC-0234 | SRC-0390 | SRC-0400,戒指,粉鑽,"女士鑽戒, 經典女戒, 粉鑽",,,,,0,0,0,crowned-heart-grace,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0034,58378176,金緻花語,Golden Bloom,金緻花語｜Golden Bloom,,SRC-0025 | SRC-0032,耳環,earring,耳環,,,,,0,0,0,golden-bloom,src/content/products/golden-bloom.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0035,58811261,金曜凝光,Golden Halo Radiance,金曜凝光｜Golden Halo Radiance,,SRC-0168 | SRC-0208 | SRC-0338 | SRC-0347 | SRC-0616,戒指,彩色鑽石專區 | 求婚 | 黃鑽,黃鑽,,,,,0,0,0,golden-halo-radiance,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0036,58811271,金耀華章,Golden Sonata,金耀華章｜Golden Sonata,,SRC-0176 | SRC-0341 | SRC-0350,戒指,彩色鑽石專區 | 黃鑽,黃鑽,,,,,0,0,0,golden-sonata,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0037,58401524,金耀圓華,Circle of Radiance,金耀圓華｜Circle of Radiance,,SRC-0059 | SRC-0501,項鍊,necklace,項鍊,,,,,0,0,0,circle-of-radiance,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0038,64736389,冠芒相守,Crowned Promise,冠芒相守｜Crowned Promise,,SRC-0099 | SRC-0262 | SRC-0387 | SRC-0397 | SRC-0541,戒指,ring-female | 經典女戒,"女士鑽戒, 經典女戒",,,,,0,0,0,crowned-promise,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0039,57339001,契合之環,Harmonic Loop,契合之環｜Harmonic Loop,,SRC-0063 | SRC-0070 | SRC-0505 | SRC-0512,對戒,pair-ring,結婚對戒,,,,,0,0,0,harmonic-loop,src/content/products/harmonic-loop.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0040,57337041,帝后之鑽,Majestic Regalia,帝后之鑽｜Majestic Regalia,,SRC-0101 | SRC-0264 | SRC-0543,戒指,ring-female | 經典女戒,戒指,,,,,0,0,0,majestic-regalia,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0041,57338478,帝耀之環,Sovereign Glow,帝耀之環｜Sovereign Glow,https://www.dsdiamond.com.tw/products/男戒10,SRC-0112 | SRC-0122 | SRC-0146 | SRC-0156 | SRC-0275 | SRC-0285 | SRC-0334 | SRC-0343 | SRC-0366 | SRC-0415 | SRC-0444 | SRC-0554 | SRC-0564 | SRC-0634,男戒,ring-man | 彩色鑽石專區 | 經典男戒 | 黃鑽,男士鑽戒 | 彩色鑽石專區 | 經典男戒 | 黃鑽,,,,,4,4,4,sovereign-glow,src/content/products/sovereign-glow.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0042,57338473,帝鑽之冠,Crown of Majesty,帝鑽之冠｜Crown of Majesty,https://www.dsdiamond.com.tw/products/男戒05,SRC-0113 | SRC-0123 | SRC-0276 | SRC-0286 | SRC-0367 | SRC-0416 | SRC-0445 | SRC-0555 | SRC-0565 | SRC-0635,男戒,ring-man | 經典男戒,男士鑽戒 | 經典男戒,,,,,4,4,4,crown-of-majesty,src/content/products/crown-of-majesty.json,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0043,58323357,帝鑽榮耀,Imperial Glory,帝鑽榮耀｜Imperial Glory,https://www.dsdiamond.com.tw/products/男戒15,SRC-0114 | SRC-0124 | SRC-0277 | SRC-0287 | SRC-0368 | SRC-0417 | SRC-0446 | SRC-0556 | SRC-0566 | SRC-0636,男戒,ring-man | 經典男戒,男士鑽戒 | 經典男戒,,,,,4,4,4,imperial-glory,,產品圖片已備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0044,57338470,恆軸之戒,Axis of Steadfast,恆軸之戒｜Axis of Steadfast,,SRC-0117 | SRC-0127 | SRC-0559 | SRC-0569,男戒,ring-man,男士鑽戒,,,,,0,0,0,axis-of-steadfast,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0045,57338469,恆穩之光,Eterna Shine,恆穩之光｜Eterna Shine,,SRC-0116 | SRC-0126 | SRC-0558 | SRC-0568,男戒,ring-man,男士鑽戒,,,,,0,0,0,eterna-shine,,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
DSP-0046,57339319,恆耀之鏈,Eternal Sparkle,恆耀之鏈｜Eternal Sparkle,,SRC-0001 | SRC-0002,手鍊,bracelet,手鍊,,,,,0,0,0,eternal-sparkle,src/content/products/eternal-sparkle.json,產品圖片部分備份,待 Media Migration Auditor 驗收,舊列表 JSON 未提供完整介紹；需產品詳細頁補齊。
